AV;15000
PC;1.00049e-08
Total number of counts;10000051
Mode;Fixed counts
Profile;Resolution
Real time;1099.15
Live time;1000.88

Energy [eV];Counts
10;0
20;0
30;0
40;0
50;0
60;0
70;2
80;4
90;8
100;30
110;73
120;154
130;343
140;601
150;1145
160;2156
170;3903
180;6862
190;12453
200;23681
210;47051
220;98474
230;201973
240;377351
250;621383
260;877742
270;1.04451e+06
280;1.05243e+06
290;892057
300;638935
310;391188
320;208523
330;103034
340;53119
350;35749
360;33011
370;36233
380;39736
390;41222
400;39257
410;34792
420;28908
430;24649
440;21859
450;21566
460;24431
470;31763
480;45112
490;65626
500;91743
510;117723
520;133526
530;134634
540;118177
550;91915
560;64128
570;41346
580;25984
590;17634
600;13648
610;11910
620;11174
630;11037
640;11126
650;11012
660;11028
670;11390
680;11584
690;11398
700;11355
710;11476
720;11365
730;10965
740;10439
750;10446
760;10074
770;9979
780;9860
790;10008
800;9777
810;9919
820;10025
830;9853
840;10034
850;9994
860;10030
870;9837
880;9577
890;9386
900;8840
910;8736
920;8551
930;8428
940;8358
950;8273
960;8263
970;8081
980;8094
990;7962
1000;7862
1010;7920
1020;8034
1030;7825
1040;7833
1050;7649
1060;7745
1070;7536
1080;7407
1090;7557
1100;7190
1110;7448
1120;7339
1130;7267
1140;7314
1150;7087
1160;7304
1170;7090
1180;7180
1190;7301
1200;7338
1210;7648
1220;8126
1230;8388
1240;8742
1250;9085
1260;9206
1270;9029
1280;8677
1290;8008
1300;7865
1310;7390
1320;7113
1330;6927
1340;6785
1350;6688
1360;6733
1370;6628
1380;6606
1390;6673
1400;6605
1410;6740
1420;6965
1430;7301
1440;8038
1450;8873
1460;9653
1470;10875
1480;11954
1490;12085
1500;12151
1510;11211
1520;10438
1530;9462
1540;8511
1550;7585
1560;7018
1570;6762
1580;6617
1590;6366
1600;6198
1610;6324
1620;6168
1630;6061
1640;6051
1650;6094
1660;5981
1670;6097
1680;6219
1690;6102
1700;6125
1710;6182
1720;6310
1730;6200
1740;6384
1750;6409
1760;6250
1770;6440
1780;6193
1790;5989
1800;6151
1810;5895
1820;5838
1830;5703
1840;5571
1850;5448
1860;5360
1870;5216
1880;5120
1890;5232
1900;5032
1910;5006
1920;5074
1930;5020
1940;4962
1950;5000
1960;5056
1970;5121
1980;5202
1990;5295
2000;5306
2010;5408
2020;5365
2030;5218
2040;5376
2050;5220
2060;4946
2070;4944
2080;4814
2090;4800
2100;4814
2110;4682
2120;4731
2130;4691
2140;4532
2150;4602
2160;4538
2170;4547
2180;4531
2190;4719
2200;4546
2210;4525
2220;4460
2230;4600
2240;4758
2250;4665
2260;4823
2270;4979
2280;5202
2290;5318
2300;5502
2310;5625
2320;5566
2330;5559
2340;5367
2350;5053
2360;4863
2370;4610
2380;4608
2390;4450
2400;4242
2410;4334
2420;4356
2430;4324
2440;4309
2450;4113
2460;4288
2470;4204
2480;4116
2490;4154
2500;3994
2510;4134
2520;3903
2530;4111
2540;4013
2550;3941
2560;3880
2570;3846
2580;4032
2590;3993
2600;3919
2610;3934
2620;3823
2630;3969
2640;3959
2650;3816
2660;3983
2670;3974
2680;3751
2690;3770
2700;3683
2710;3878
2720;3687
2730;3593
2740;3724
2750;3653
2760;3729
2770;3685
2780;3609
2790;3586
2800;3492
2810;3568
2820;3627
2830;3557
2840;3597
2850;3561
2860;3547
2870;3598
2880;3428
2890;3570
2900;3455
2910;3426
2920;3490
