ID,Type,Diameter,Thickness,Ring_diameter,V_bias,I_leak,DepletionDepth,DeltaV_bias,DeltaI_leak,DeltaDepletionDepth
'15-579G',1,19.30,7.51,,,,
'29-118T',1,26.10,7.62,,,,
'22-493C',2,31.93,12.37,,,,
'22-074C',1,18.70,7.70,,,,
'22-075C',2,31.90,12.26,,,,
'31-485F',2,32.00,12.48,,,,
'22-493E',2,31.92,12.37,,,,
'22-229E',2,32.06,12.34,,,,
'22-401I',2,31.93,12.36,,,,
