AV;15000
PC;1.00049e-08
Total number of counts;2002017
Mode;Fixed counts
Profile;Resolution
Real time;99.194
Live time;77.8679

Energy [eV];Counts
10;0
20;0
30;0
40;0
50;0
60;0
70;0
80;1
90;3
100;1
110;8
120;22
130;31
140;71
150;115
160;221
170;399
180;753
190;1373
200;2818
210;5941
220;12774
230;26635
240;50014
250;80835
260;111873
270;130361
280;128324
290;106693
300;74983
310;45204
320;24075
330;12437
340;6952
350;5389
360;5416
370;5970
380;6701
390;6952
400;6362
410;6005
420;5129
430;4714
440;4827
450;5737
460;7891
470;12491
480;20675
490;32390
500;47425
510;61003
520;68850
530;66933
540;57207
550;41968
560;27729
570;16558
580;8909
590;5037
600;3122
610;2363
620;2143
630;1942
640;1986
650;1905
660;1879
670;1874
680;1995
690;1865
700;1936
710;1937
720;1991
730;1963
740;1969
750;2081
760;2075
770;2159
780;2262
790;2294
800;2272
810;2152
820;1937
830;1761
840;1647
850;1542
860;1453
870;1452
880;1352
890;1415
900;1420
910;1396
920;1403
930;1391
940;1408
950;1369
960;1437
970;1525
980;1551
990;1531
1000;1633
1010;1735
1020;1791
1030;2050
1040;1884
1050;1965
1060;1974
1070;1937
1080;1796
1090;1715
1100;1707
1110;1627
1120;1562
1130;1550
1140;1578
1150;1495
1160;1525
1170;1511
1180;1583
1190;1593
1200;1653
1210;1718
1220;1929
1230;2121
1240;2247
1250;2367
1260;2367
1270;2369
1280;2279
1290;2027
1300;1899
1310;1791
1320;1672
1330;1644
1340;1579
1350;1561
1360;1592
1370;1597
1380;1538
1390;1567
1400;1512
1410;1510
1420;1570
1430;1537
1440;1550
1450;1537
1460;1581
1470;1611
1480;1583
1490;1532
1500;1644
1510;1640
1520;1594
1530;1577
1540;1596
1550;1560
1560;1572
1570;1558
1580;1471
1590;1579
1600;1533
1610;1450
1620;1553
1630;1547
1640;1432
1650;1506
1660;1540
1670;1462
1680;1571
1690;1500
1700;1473
1710;1562
1720;1600
1730;1578
1740;1694
1750;1658
1760;1600
1770;1551
1780;1583
1790;1553
1800;1505
1810;1461
1820;1512
1830;1471
1840;1388
1850;1346
1860;1352
1870;1246
1880;1273
1890;1304
1900;1250
1910;1252
1920;1230
1930;1266
1940;1324
1950;1352
1960;1454
1970;1556
1980;1679
1990;1822
2000;1878
2010;2043
2020;2000
2030;1927
2040;1854
2050;1811
2060;1646
2070;1554
2080;1424
2090;1331
2100;1274
2110;1196
2120;1283
2130;1168
2140;1256
2150;1195
2160;1196
2170;1230
2180;1185
2190;1175
2200;1177
2210;1190
2220;1250
2230;1254
2240;1318
2250;1343
2260;1549
2270;1702
2280;1828
2290;1936
2300;2087
2310;2167
2320;2115
2330;2072
2340;1934
2350;1844
2360;1586
2370;1437
2380;1326
2390;1254
2400;1204
2410;1189
2420;1126
2430;1144
2440;1121
2450;1106
2460;1051
2470;1113
2480;1168
2490;1084
2500;1057
2510;1099
2520;1080
2530;1090
2540;1085
2550;1045
2560;1091
2570;1036
2580;1033
2590;1050
2600;1036
2610;1055
2620;1053
2630;1085
2640;1066
2650;1057
2660;1013
2670;1025
2680;1014
2690;972
2700;1014
2710;990
2720;965
2730;949
2740;970
2750;936
2760;963
2770;944
2780;918
2790;944
2800;928
2810;906
2820;956
2830;929
2840;906
2850;973
2860;903
2870;898
2880;879
2890;914
2900;896
2910;922
2920;906
2930;834
2940;872
2950;904
2960;888
2970;894
2980;895
2990;910
