QuickDAQ Data
01.01.0001 00:00:00
Notes:		
Sample Rate:	49,99186	 Hz	
Measurement Type	Time Waveform	Time Waveform	
Channel Name	DT9824(00).Ain 0	DT9824(00).Ain 1	
X Axis Units	Samples	Samples	
Y Axis Units	V	V	
Seconds	Real	Real	
 0,00000E+000	 1,5897011757	 1,4465749264	
 0,0200032552	 1,5816938877	 1,4465737343	
 0,0400065105	 1,5880322456	 1,4465761185	
 0,0600097657	 1,5894639492	 1,4465761185	
 0,0800130209	 1,5807723999	 1,4465737343	
 0,1000162761	 1,5924668312	 1,4465773106	
 0,1200195314	 1,5920221806	 1,4465701580	
 0,1400227866	 1,5912735462	 1,4465737343	
 0,1600260418	 1,5898275375	 1,4465856552	
 0,1800292971	 1,5869379044	 1,4465785027	
 0,2000325523	 1,5961837769	 1,4465713501	
 0,2200358075	 1,5902245045	 1,4465820789	
 0,2400390628	 1,5885496140	 1,4465796947	
 0,2600423180	 1,5904557705	 1,4465808868	
 0,2800455732	 1,5900051594	 1,4465844631	
 0,3000488284	 1,6022658348	 1,4465785027	
 0,3200520837	 1,5929639339	 1,4465713501	
 0,3400553389	 1,5862107277	 1,4465677738	
 0,3600585941	 1,5862846375	 1,4465749264	
 0,3800618494	 1,5916180611	 1,4465749264	
 0,4000651046	 1,5944433212	 1,4465737343	
 0,4200683598	 1,5924012661	 1,4465761185	
 0,4400716150	 1,6074597836	 1,4465713501	
 0,4600748703	 1,6054177284	 1,4465689659	
 0,4800781255	 1,5990555286	 1,4465856552	
 0,5000813807	 1,6034054756	 1,4465868473	
 0,5200846360	 1,6020417213	 1,4465773106	
 0,5400878912	 1,5988051891	 1,4465749264	
 0,5600911464	 1,5942358971	 1,4465761185	
 0,5800944017	 1,5949237347	 1,4465820789	
 0,6000976569	 1,5999948978	 1,4465737343	
 0,6201009121	 1,6029047966	 1,4465796947	
 0,6401041673	 1,6051530838	 1,4465904236	
 0,6601074226	 1,5998029709	 1,4465892315	
 0,6801106778	 1,5873908997	 1,4465761185	
 0,7001139330	 1,5784120560	 1,4465618134	
 0,7201171883	 1,5874981880	 1,4465737343	
 0,7401204435	 1,5953719616	 1,4465785027	
 0,7601236987	 1,5903818607	 1,4465689659	
 0,7801269539	 1,5815126896	 1,4465749264	
 0,8001302092	 1,5801167488	 1,4465820789	
 0,8201334644	 1,5899324417	 1,4465761185	
 0,8401367196	 1,5865945816	 1,4465665817	
 0,8601399749	 1,5878164768	 1,4465653896	
 0,8801432301	 1,5889310837	 1,4465641975	
 0,9001464853	 1,5851259232	 1,4465618134	
 0,9201497406	 1,5906846523	 1,4465713501	
 0,9401529958	 1,5989172459	 1,4465689659	
 0,9601562510	 1,5868699551	 1,4465641975	
 0,9801595062	 1,5830850601	 1,4465713501	
 1,0001627615	 1,5927267075	 1,4465665817	
 1,0201660167	 1,5864133835	 1,4465689659	
 1,0401692719	 1,5894377232	 1,4465618134	
 1,0601725272	 1,5838634968	 1,4465463161	
 1,0801757824	 1,5852117538	 1,4465665817	
 1,1001790376	 1,5922093391	 1,4465785027	
 1,1201822928	 1,5876448154	 1,4465785027	
 1,1401855481	 1,5837240219	 1,4465808868	
 1,1601888033	 1,5905725956	 1,4465820789	
 1,1801920585	 1,5940618515	 1,4465808868	
 1,2001953138	 1,5941119194	 1,4465785027	
 1,2201985690	 1,5935540199	 1,4465677738	
 1,2402018242	 1,5919542313	 1,4465487003	
 1,2602050795	 1,6305494308	 1,4467144012	
 1,2802083347	 1,7105841637	 1,4483237267	
 1,3002115899	 1,8145406246	 1,4517128468	
 1,3202148451	 1,9476509094	 1,4556837082	
 1,3402181004	 2,0968866348	 1,4593732357	
 1,3602213556	 2,2351300716	 1,4631235600	
 1,3802246108	 2,3962271214	 1,4670324326	
 1,4002278661	 2,5618016720	 1,4708459377	
 1,4202311213	 2,7219676971	 1,4745163918	
 1,4402343765	 2,9081034660	 1,4783108234	
 1,4602376317	 3,1214869022	 1,4820146561	
 1,4802408870	 3,3641314507	 1,4853060246	
 1,5002441422	 3,6167037487	 1,4885151386	
 1,5202473974	 3,9145791531	 1,4920008183	
 1,5402506527	 4,3314561844	 1,4951193333	
 1,5602539079	 4,7756505013	 1,4984440804	
 1,5802571631	 5,1621460915	 1,5023589134	
 1,6002604184	 5,3921737671	 1,5053558350	
 1,6202636736	 5,4629898071	 1,5082359314	
 1,6402669288	 5,3890380859	 1,5104973316	
 1,6602701840	 5,0811004639	 1,5123152733	
 1,6802734393	 4,6787309647	 1,5152144432	
 1,7002766945	 4,2429780960	 1,5179824829	
 1,7202799497	 3,7822830677	 1,5207087994	
 1,7402832050	 3,3551228046	 1,5227007866	
 1,7602864602	 2,9460203648	 1,5243721008	
 1,7802897154	 2,5771105289	 1,5268325806	
 1,8002929707	 2,2213733196	 1,5294921398	
 1,8202962259	 1,8824446201	 1,5317308903	
 1,8402994811	 1,5883684158	 1,5336835384	
 1,8603027363	 1,3272309303	 1,5360081196	
 1,8803059916	 1,1098742485	 1,5384066105	
 1,9003092468	 0,9123492241	 1,5406000614	
 1,9203125020	 0,7449126244	 1,5428161621	
 1,9403157573	 0,6079375744	 1,5451514721	
 1,9603190125	 0,5079782009	 1,5471482277	
 1,9803222677	 0,4404032230	 1,5493941307	
 2,0003255229	 0,3881299496	 1,5517568588	
 2,0203287782	 0,3535354137	 1,5539777279	
 2,0403320334	 0,3318440914	 1,5561175346	
 2,0603352886	 0,3205680847	 1,5582966805	
 2,0803385439	 0,3136444092	 1,5603804588	
 2,1003417991	 0,3120160103	 1,5625989437	
 2,1203450543	 0,3124678135	 1,5647828579	
 2,1403483096	 0,3140377998	 1,5668368340	
 2,1603515648	 0,3174042702	 1,5690171719	
 2,1803548200	 0,3213346004	 1,5712356567	
 2,2003580752	 0,3266942501	 1,5731096268	
 2,2203613305	 0,3336942196	 1,5748441219	
 2,2403645857	 0,3414762020	 1,5768289566	
 2,2603678409	 0,3488814831	 1,5788495541	
 2,2803710962	 0,3583753109	 1,5809166431	
 2,3003743514	 0,3682219982	 1,5830981731	
 2,3203776066	 0,3794944286	 1,5852189064	
 2,3403808618	 0,3935873508	 1,5874207020	
 2,3603841171	 0,4095435143	 1,5896189213	
 2,3803873723	 0,4258275032	 1,5914142132	
 2,4003906275	 0,4450857639	 1,5934860706	
 2,4203938828	 0,4697442055	 1,5956676006	
 2,4403971380	 0,5017518997	 1,5976405144	
 2,4604003932	 0,5359721184	 1,5998923779	
 2,4804036485	 0,5744183064	 1,6022729874	
 2,5004069037	 0,6189453602	 1,6043531895	
 2,5204101589	 0,6659591198	 1,6062927246	
 2,5404134141	 0,7211315632	 1,6083002090	
 2,5604166694	 0,7793629169	 1,6103172302	
 2,5804199246	 0,8337390423	 1,6123366356	
 2,6004231798	 0,8831894398	 1,6143870354	
 2,6204264351	 0,9248602390	 1,6165268421	
 2,6404296903	 0,9575772285	 1,6186273098	
 2,6604329455	 0,9915745258	 1,6208004951	
 2,6804362007	 1,0266220570	 1,6229641438	
 2,7004394560	 1,0582900047	 1,6248893738	
 2,7204427112	 1,0851359367	 1,6269636154	
 2,7404459664	 1,1171746254	 1,6291964054	
 2,7604492217	 1,1555147171	 1,6314947605	
 2,7804524769	 1,1942672729	 1,6337108612	
 2,8004557321	 1,2238419056	 1,6357135773	
 2,8204589874	 1,2680470943	 1,6375875473	
 2,8404622426	 1,3230502605	 1,6396367550	
 2,8604654978	 1,3678658009	 1,6418254375	
 2,8804687530	 1,4143645763	 1,6437923908	
 2,9004720083	 1,4697468281	 1,6457688808	
 2,9204752635	 1,5270376205	 1,6478514671	
 2,9404785187	 1,5781986713	 1,6499602795	
 2,9604817740	 1,6455924511	 1,6521096230	
 2,9804850292	 1,7238867283	 1,6542398930	
 3,0004882844	 1,7800605297	 1,6564226151	
 3,0204915396	 1,8455326557	 1,6584074497	
 3,0404947949	 1,9346868992	 1,6601634026	
 3,0604980501	 2,0152401924	 1,6620922089	
 3,0805013053	 2,0803868771	 1,6641330719	
 3,1005045606	 2,1532487869	 1,6663420200	
 3,1205078158	 2,2439610958	 1,6686570644	
 3,1405110710	 2,3026847839	 1,6707336903	
 3,1605143263	 2,3653459549	 1,6725945473	
 3,1805175815	 2,4557304382	 1,6745603085	
 3,2005208367	 2,5374674797	 1,6767001152	
 3,2205240919	 2,6174473763	 1,6787397861	
 3,2405273472	 2,7069771290	 1,6806185246	
 3,2605306024	 2,7846503258	 1,6825687885	
 3,2805338576	 2,8632080555	 1,6846966743	
 3,3005371129	 2,9577708244	 1,6869425774	
 3,3205403681	 3,0633997917	 1,6890156269	
 3,3405436233	 3,1567168236	 1,6909587383	
 3,3605468785	 3,2620668411	 1,6930425167	
 3,3805501338	 3,3959746361	 1,6951346397	
 3,4005533890	 3,5096883774	 1,6972386837	
 3,4205566442	 3,6507523060	 1,6993641853	
 3,4405598995	 3,8688516617	 1,7013573647	
 3,4605631547	 4,1153454781	 1,7034685612	
 3,4805664099	 4,3624925613	 1,7056632042	
 3,5005696652	 4,6407184601	 1,7078053951	
