DT9824(00).Ain 0(X)	DT9824(00).Ain 0(Y)	DT9824(00).Ain 1(X)	DT9824(00).Ain 1(Y)
1079	4,31796073913574	1079	3,40910196304321
1080	4,07761669158936	1080	3,4113073348999
1081	3,63001227378845	1081	3,41370701789856
1082	3,11881542205811	1082	3,41555595397949
1083	2,61574029922485	1083	3,41719388961792
1084	2,13356971740723	1084	3,41939330101013
1085	1,71076416969299	1085	3,42146515846252
1086	1,36696457862854	1086	3,42339396476746
1087	1,10246896743774	1087	3,42545509338379
1088	0,910276174545288	1088	3,42742085456848
1089	0,770107507705688	1089	3,42909216880798
1090	0,669105052947998	1090	3,43094110488892
1091	0,597745180130005	1091	3,43307018280029
1092	0,544202327728271	1092	3,43494296073914
1093	0,505176782608032	1093	3,43695759773254
1094	0,476242303848267	1094	3,43903779983521
1095	0,454975366592407	1095	3,44081878662109
1096	0,439423322677612	1096	3,44250917434692
1097	0,429341793060303	1097	3,44442248344421
1098	0,421903133392334	1098	3,44639539718628
1099	0,417248010635376	1099	3,44816923141479
1100	0,416450500488281	1100	3,44997763633728
1101	0,418802499771118	1101	3,45196843147278
1102	0,425665378570557	1102	3,45399737358093
1103	0,43938159942627	1103	3,4559178352356
1104	0,460392236709595	1104	3,4577739238739
1105	0,490876436233521	1105	3,45957159996033
1106	0,535635948181152	1106	3,46137046813965
1107	0,589820146560669	1107	3,46341133117676
1108	0,646419525146484	1108	3,46536159515381
1109	0,719290971755981	1109	3,46712470054626
1110	0,812722444534302	1110	3,4688937664032
1111	0,918897390365601	1111	3,47067475318909
1112	1,05242490768433	1112	3,47264885902405
1113	1,2197470664978	1113	3,47461938858032
1114	1,42652988433838	1114	3,47677707672119
1115	1,66369318962097	1115	3,4785008430481
1116	1,91794037818909	1116	3,48005890846252
1117	2,17843174934387	1117	3,48262310028076
1118	2,45062828063965	1118	3,48492741584778
1119	2,77834534645081	1119	3,48641753196716
1120	3,1838846206665	1120	3,48801255226135
1121	3,60426902770996	1121	3,48989844322205
1122	3,9287793636322	1122	3,49170684814453
1123	4,07429218292236	1123	3,49352955818176
1124	3,99908304214478	1124	3,49537253379822
1125	3,70283484458923	1125	3,49709391593933
1126	3,23994636535645	1126	3,49889159202576
1127	2,72818207740784	1127	3,50092172622681
1128	2,26325869560242	1128	3,50294232368469
1129	1,87278032302856	1129	3,50480794906616
1130	1,5585994720459	1130	3,50676417350769
1131	1,31323575973511	1131	3,50886106491089
1132	1,11906170845032	1132	3,51099252700806
1133	0,964241027832031	1133	3,51299047470093
1134	0,840960741043091	1134	3,5150146484375
1135	0,745830535888672	1135	3,51699709892273
1136	0,672407150268555	1136	3,51892352104187
1137	0,615664720535278	1137	3,52105259895325
1138	0,574666261672974	1138	3,52307438850403
1139	0,546157360076904	1139	3,52503299713135
1140	0,529402494430542	1140	3,52707743644714
1141	0,525630712509155	1141	3,52920413017273
1142	0,531964302062988	1142	3,53136420249939
1143	0,545996427536011	1143	3,5333240032196
1144	0,572770833969116	1144	3,53531837463379
1145	0,61194896697998	1145	3,53742957115173
1146	0,662217140197754	1146	3,53949189186096
1147	0,726839303970337	1147	3,54151248931885
1148	0,80125093460083	1148	3,54332089424133
1149	0,876011848449707	1149	3,54504227638245
1150	0,94103217124939	1150	3,54690790176392
1151	0,992363691329956	1151	3,54892015457153
1152	1,03210687637329	1152	3,55095744132996
1153	1,06425762176514	1153	3,55281591415405
1154	1,09693288803101	1154	3,55471611022949
1155	1,13630294799805	1155	3,55654954910278
1156	1,18505597114563	1156	3,55841040611267
1157	1,24203324317932	1157	3,56039762496948
1158	1,30435943603516	1158	3,56221437454224
1159	1,37289524078369	1159	3,56441617012024
1160	1,44734025001526	1160	3,56682181358337
1161	1,52778029441833	1161	3,56895089149475
1162	1,61960601806641	1162	3,57103586196899
1163	1,73401713371277	1163	3,57283234596252
1164	1,87673807144165	1164	3,57475638389587
1165	2,05690383911133	1165	3,57693433761597
1166	2,29851722717285	1166	3,57875227928162
1167	2,63720273971558	1167	3,58041048049927
1168	2,99739837646484	1168	3,58215928077698
1169	3,25608849525452	1169	3,58397960662842
1170	3,37919235229492	1170	3,58569145202637
1171	3,34014534950256	1171	3,58744144439697
1172	3,12533736228943	1172	3,58940362930298
1173	2,78355956077576	1173	3,59132885932922
1174	2,42442846298218	1174	3,59305381774902
1175	2,11261987686157	1175	3,59494209289551
1176	1,84564709663391	1176	3,59701156616211
1177	1,62624597549438	1177	3,59899997711182
1178	1,45420551300049	1178	3,60095620155334
1179	1,31221055984497	1179	3,60284805297852
1180	1,19353175163269	1180	3,60477209091187
1181	1,09750509262085	1181	3,60684514045715
1182	1,01358532905579	1182	3,60889554023743
1183	0,944879055023193	1183	3,61088633537292
1184	0,894240140914917	1184	3,61301302909851
1185	0,853042602539063	1185	3,6150050163269
1186	0,821433067321777	1186	3,61685872077942
1187	0,803354978561401	1187	3,61894726753235
1188	0,795520544052124	1188	3,62093567848206
1189	0,791984796524048	1189	3,62255930900574
1190	0,7921302318573	1190	3,62439155578613
1191	0,797898769378662	1191	3,62632393836975
1192	0,806976556777954	1192	3,62812161445618
1193	0,814942121505737	1193	3,63018870353699
1194	0,826554298400879	1194	3,6322546005249
1195	0,840667486190796	1195	3,63428235054016
1196	0,856078863143921	1196	3,63641381263733
1197	0,878413915634155	1197	3,63838791847229
1198	0,907377004623413	1198	3,64032387733459
1199	0,94014048576355	1199	3,6422872543335
1200	0,977598428726196	1200	3,64429235458374
1201	1,02376699447632	1201	3,64625334739685
1202	1,07670664787292	1202	3,64811658859253
1203	1,13426446914673	1203	3,64995360374451
1204	1,19826674461365	1204	3,65172624588013
1205	1,26511573791504	1205	3,65365147590637
1206	1,33818864822388	1206	3,65573883056641
1207	1,42046809196472	1207	3,65780591964722
1208	1,50851368904114	1208	3,65964651107788
1209	1,60993695259094	1209	3,66142630577087
1210	1,72234296798706	1210	3,66342902183533
1211	1,85688495635986	1211	3,66542816162109
1212	2,03125953674316	1212	3,66746544837952
1213	2,23122715950012	1213	3,66940855979919
1214	2,4412214756012	1214	3,67148518562317
1215	2,62997031211853	1215	3,67353677749634
1216	2,7646803855896	1216	3,67536544799805
1217	2,82198190689087	1217	3,67720603942871
1218	2,78083801269531	1218	3,67907524108887
1219	2,67430424690247	1219	3,68108749389648
1220	2,52294301986694	1220	3,68314862251282
1221	2,34388828277588	1221	3,68513822555542
1222	2,1776282787323	1222	3,68709087371826
1223	2,02921867370605	1223	3,68915319442749
1224	1,89741373062134	1224	3,69126200675964
1225	1,78216099739075	1225	3,69326114654541
1226	1,67403697967529	1226	3,69515061378479
1227	1,56882286071777	1227	3,69701266288757
1228	1,45742654800415	1228	3,69888544082642
1229	1,32731676101685	1229	3,70079755783081
1230	1,17356419563293	1230	3,70272040367126
1231	1,02326154708862	1231	3,70479226112366
1232	0,901781320571899	1232	3,70675325393677
1233	0,801204442977905	1233	3,70865225791931
1234	0,74149489402771	1234	3,71066570281982
1235	0,733547210693359	1235	3,7126100063324
1236	0,751473903656006	1236	3,71455788612366
1237	0,777169466018677	1237	3,7165367603302
1238	0,806324481964111	1238	3,71861100196838
1239	0,837028026580811	1239	3,72064471244812
1240	0,867838859558105	1240	3,72262239456177
1241	0,900133848190308	1241	3,72459292411804
1242	0,935367345809937	1242	3,72653126716614
1243	0,972410440444946	1243	3,72852563858032
1244	1,01053237915039	1244	3,73046398162842
1245	1,04966521263123	1245	3,73226046562195
1246	1,08937501907349	1246	3,73389482498169
1247	1,13336205482483	1247	3,73561024665833
1248	1,17941498756409	1248	3,73763561248779
1249	1,2296450138092	1249	3,73959302902222
1250	1,28392457962036	1250	3,74152660369873
1251	1,34525299072266	1251	3,74359130859375
1252	1,41176462173462	1252	3,74562740325928
1253	1,48318529129028	1253	3,74767541885376
1254	1,56400561332703	1254	3,74967932701111
1255	1,66085600852966	1255	3,75168800354004
1256	1,77488803863525	1256	3,7536609172821
1257	1,9052267074585	1257	3,75563383102417
1258	2,04338312149048	1258	3,7575364112854
1259	2,17209100723267	1259	3,75945329666138
1260	2,29682683944702	1260	3,76139640808105
1261	2,40256428718567	1261	3,76336216926575
1262	2,47231841087341	1262	3,76531720161438
1263	2,50331878662109	1263	3,76719117164612
1264	2,49561786651611	1264	3,76904487609863
1265	2,45887279510498	1265	3,77092480659485
1266	2,38794326782227	1266	3,77285838127136
1267	2,2849977016449	1267	3,77493739128113
1268	2,17281699180603	1268	3,77707242965698
1269	2,0534610748291	1269	3,77894639968872
1270	1,92604184150696	1270	3,78101229667664
1271	1,78822636604309	1271	3,78325581550598
1272	1,65793895721436	1272	3,78542065620422
1273	1,54057383537292	1273	3,78727912902832
1274	1,41121864318848	1274	3,78879904747009
1275	1,28875494003296	1275	3,79066228866577
1276	1,1848521232605	1276	3,79270315170288
1277	1,07601642608643	1277	3,79461526870728
1278	0,982033014297485	1278	3,79668593406677
1279	0,931408405303955	1279	3,79870772361755
1280	0,898151397705078	1280	3,80077242851257
1281	0,875685214996338	1281	3,80310773849487
1282	0,877946615219116	1282	3,80516290664673
1283	0,893189907073975	1283	3,80692720413208
1284	0,911333560943604	1284	3,80887508392334
1285	0,934314727783203	1285	3,81095290184021
1286	0,961796045303345	1286	3,8128936290741
1287	0,989903211593628	1287	3,81472826004028
1288	1,01561903953552	1288	3,81672978401184
1289	1,04036688804626	1289	3,81872296333313
1290	1,06757283210754	1290	3,82053852081299
1291	1,0974109172821	1291	3,82262349128723
1292	1,13027334213257	1292	3,82469773292542
1293	1,16758227348328	1293	3,82657766342163
1294	1,21019005775452	1294	3,82849812507629
1295	1,25975728034973	1295	3,8305652141571
1296	1,3124144077301	1296	3,83280992507935
1297	1,37241721153259	1297	3,83480787277222
1298	1,44649863243103	1298	3,83654713630676
1299	1,524738073349	1299	3,83850932121277
1300	1,61037802696228	1300	3,84046912193298
1301	1,70801162719727	1301	3,84233951568604
1302	1,80855393409729	1302	3,84421706199646
1303	1,91405653953552	1303	3,84613752365112
1304	2,02556133270264	1304	3,84809613227844
1305	2,1304178237915	1305	3,84989500045776
1306	2,21198558807373	1306	3,85191917419434
1307	2,27968335151672	1307	3,85424733161926
1308	2,3418128490448	1308	3,85657429695129
1309	2,37576127052307	1309	3,85889053344727
1310	2,37636208534241	1310	3,86095762252808
1311	2,3576545715332	1311	3,86282801628113
1312	2,31628179550171	1312	3,86472940444946
1313	2,24678039550781	1313	3,8666296005249
1314	2,14488387107849	1314	3,8685417175293
1315	2,03058362007141	1315	3,87048244476318
1316	1,90402746200562	1316	3,87248635292053
1317	1,764075756073	1317	3,87435913085938
1318	1,61607027053833	1318	3,87624859809875
1319	1,4649760723114	1319	3,87824416160584
1320	1,33608937263489	1320	3,88039827346802
1321	1,21668934822083	1321	3,88233423233032
1322	1,11317753791809	1322	3,88411283493042
1323	1,04214549064636	1323	3,88595581054688
1324	0,994510650634766	1324	3,887699842453
1325	0,960899591445923	1325	3,88958930969238
1326	0,946923494338989	1326	3,89176845550537
1327	0,949236154556274	1327	3,89389634132385
1328	0,954078435897827	1328	3,89583468437195
1329	0,962004661560059	1329	3,89792561531067
1330	0,976444482803345	1330	3,90010356903076
1331	0,994983911514282	1331	3,90199542045593
1332	1,01622462272644	1332	3,9035952091217
1333	1,03682398796082	1333	3,90533804893494
1334	1,0598623752594	1334	3,90745997428894
1335	1,08722805976868	1335	3,90963435173035
1336	1,11690044403076	1336	3,91160011291504
1337	1,15222692489624	1337	3,91342043876648
1338	1,19092345237732	1338	3,91526818275452
1339	1,23413324356079	1339	3,91727447509766
1340	1,28703713417053	1340	3,91920924186707
1341	1,34705901145935	1341	3,92097234725952
1342	1,41498923301697	1342	3,92260670661926
1343	1,49301409721375	1343	3,92439723014832
1344	1,58604264259338	1344	3,92624855041504
1345	1,6936182975769	1345	3,92806172370911
1346	1,80251121520996	1346	3,93004536628723
1347	1,91290736198425	1347	3,93206477165222
1348	2,02494025230408	1348	3,93396615982056
1349	2,12332129478455	1349	3,93574714660645
1350	2,20327258110046	1350	3,9376437664032
1351	2,27403521537781	1351	3,93951535224915
1352	2,33381032943726	1352	3,94130825996399
1353	2,3822021484375	1353	3,94328594207764
1354	2,41261005401611	1354	3,94524931907654
1355	2,41037130355835	1355	3,94712209701538
1356	2,3663866519928	1356	3,94927501678467
1357	2,26536393165588	1357	3,95148396492004
1358	2,1028470993042	1358	3,95363807678223
1359	1,89227938652039	1359	3,95615816116333
1360	1,66080832481384	1360	3,9583420753479
1361	1,43216967582703	1361	3,9600932598114
1362	1,22651100158691	1362	3,96194577217102
1363	1,05934619903564	1363	3,96397352218628
1364	0,946488380432129	1364	3,96691679954529
1365	0,872132778167725	1365	3,96961450576782
1366	0,816807746887207	1366	3,97107243537903
1367	0,785795450210571	1367	3,97258400917053
1368	0,769234895706177	1368	3,97486805915833
1369	0,762110948562622	1369	3,97717356681824
1370	0,760694742202759	1370	3,97882580757141
1371	0,764315128326416	1371	3,98003816604614
1372	0,776456594467163	1372	3,98174047470093
1373	0,794975757598877	1373	3,98446083068848
1374	0,815809965133667	1374	3,98698925971985
1375	0,838618278503418	1375	3,98867607116699
1376	0,867307186126709	1376	3,99026036262512
1377	0,90268611907959	1377	3,99226427078247
1378	0,942527055740356	1378	3,99444937705994
1379	0,9865403175354	1379	3,99630427360535
1380	1,04061722755432	1380	3,99850487709045
1381	1,10243320465088	1381	4,00029754638672
1382	1,17003083229065	1382	4,00155448913574
1383	1,25685930252075	1383	4,00396728515625
1384	1,36023759841919	1384	4,00620698928833
1385	1,47836565971375	1385	4,00815725326538
1386	1,63334369659424	1386	4,01067972183228
1387	1,82714819908142	1387	4,01224374771118
1388	2,03455686569214	1388	4,01369476318359
1389	2,24871635437012	1389	4,01615619659424
1390	2,48568177223206	1390	4,01818656921387
1391	2,71797180175781	1391	4,02026081085205
1392	2,91629314422607	1392	4,02301216125488
1393	3,06766867637634	1393	4,02508497238159
1394	3,09685349464417	1394	4,02681255340576
1395	2,96021580696106	1395	4,0289363861084
1396	2,68406391143799	1396	4,03084278106689
1397	2,28581309318542	1397	4,0323486328125
1398	1,86703324317932	1398	4,03414249420166
1399	1,47337913513184	1399	4,03616809844971
1400	1,11955165863037	1400	4,03788471221924
1401	0,888413190841675	1401	4,0398645401001
1402	0,746676921844482	1402	4,041823387146
1403	0,646544694900513	1403	4,04385805130005
1404	0,587517023086548	1404	4,04616832733154
1405	0,56105375289917	1405	4,04809236526489
1406	0,554027557373047	1406	4,0499267578125
1407	0,562505722045898	1407	4,05187129974365
1408	0,581583976745605	1408	4,05383491516113
1409	0,605599880218506	1409	4,0556788444519
1410	0,634779930114746	1410	4,05797481536865
1411	0,667524337768555	1411	4,0604305267334
1412	0,702551603317261	1412	4,06229877471924
1413	0,742948055267334	1413	4,06403064727783
1414	0,788453817367554	1414	4,06587600708008
1415	0,835031270980835	1415	4,06795024871826
1416	0,889102220535278	1416	4,07005214691162
1417	0,955365896224976	1417	4,07210826873779
1418	1,02574706077576	1418	4,07412624359131
1419	1,10805749893188	1419	4,07600021362305
1420	1,21992111206055	1420	4,07794952392578
1421	1,34816646575928	1421	4,08005809783936
1422	1,48534536361694	1422	4,08220291137695
1423	1,6672945022583	1423	4,08409833908081
1424	1,91001534461975	1424	4,08597850799561
1425	2,19285488128662	1425	4,08793830871582
1426	2,53385305404663	1426	4,0897798538208
1427	2,99141883850098	1427	4,09159660339355
1428	3,53699445724487	1428	4,09342670440674
1429	4,0049467086792	1429	4,09536933898926
1430	4,22351837158203	1430	4,09719085693359
1431	4,04911136627197	1431	4,09912109375
1432	3,5249924659729	1432	4,10132169723511
1433	2,7592921257019	1433	4,10329437255859
1434	1,87592625617981	1434	4,10525703430176
1435	1,15036606788635	1435	4,10751581192017
1436	0,705488920211792	1436	4,10967111587524
1437	0,482988357543945	1437	4,11166763305664
1438	0,393965244293213	1438	4,11354303359985
1439	0,371731519699097	1439	4,11562204360962
1440	0,382785797119141	1440	4,11764240264893
1441	0,410054922103882	1441	4,11943912506104
1442	0,447185039520264	1442	4,12138843536377
1443	0,492231845855713	1443	4,12339448928833
1444	0,544309616088867	1444	4,12531614303589
1445	0,603455305099487	1445	4,12723159790039
1446	0,664271116256714	1446	4,12909984588623
1447	0,727455615997314	1447	4,13089656829834
1448	0,803167819976807	1448	4,13289165496826
1449	0,883095264434814	1449	4,1349196434021
1450	0,964616537094116	1450	4,13700199127197
1451	1,06536626815796	1451	4,13893461227417
1452	1,18531584739685	1452	4,14059400558472
1453	1,314617395401	1453	4,14230728149414
1454	1,46016120910645	1454	4,14418458938599
1455	1,6399097442627	1455	4,14609050750732
1456	1,83581829071045	1456	4,14793729782104
1457	2,04265832901001	1457	4,15003395080566
1458	2,30812072753906	1458	4,15209197998047
1459	2,65953660011292	1459	4,15397644042969
1460	3,04118871688843	1460	4,15592670440674
1461	3,34120750427246	1461	4,15808916091919
1462	3,42400312423706	1462	4,16028594970703
1463	3,27510476112366	1463	4,16224241256714
1464	2,99013495445251	1464	4,16414976119995
1465	2,56377577781677	1465	4,16610622406006
1466	2,15442061424255	1466	4,16804790496826
1467	1,99888467788696	1467	4,16975259780884
1468	1,9562554359436	1468	4,17159175872803
1469	1,80896401405334	1469	4,1736421585083
1470	1,58818244934082	1470	4,17565727233887
1471	1,332026720047	1471	4,17765045166016
1472	1,01327896118164	1472	4,17956590652466
1473	0,721958875656128	1473	4,18130970001221
1474	0,567984580993652	1474	4,18311500549316
1475	0,526715517044067	1475	4,18503856658936
1476	0,539852380752563	1476	4,18714141845703
1477	0,579441785812378	1477	4,18926000595093
1478	0,630391836166382	1478	4,19108295440674
1479	0,702645778656006	1479	4,19318437576294
1480	0,786228179931641	1480	4,19535732269287
1481	0,866256952285767	1481	4,19738531112671
1482	0,969812870025635	1482	4,19964790344238
1483	1,11900329589844	1483	4,20184135437012
1484	1,27342462539673	1484	4,20376873016357
1485	1,44540548324585	1485	4,20575046539307
1486	1,68982625007629	1486	4,20780658721924
1487	1,95455551147461	1487	4,20952892303467
1488	2,21823811531067	1488	4,21116828918457
1489	2,55257487297058	1489	4,21323680877686
1490	2,96827673912048	1490	4,21546459197998
1491	3,33352327346802	1491	4,21738147735596
1492	3,54002594947815	1492	4,21893978118896
1493	3,49328637123108	1493	4,22056293487549
1494	3,17563772201538	1494	4,22243499755859
1495	2,69457817077637	1495	4,22445774078369
1496	2,10518598556519	1496	4,22644996643066
1497	1,56765580177307	1497	4,2283353805542
1498	1,24850273132324	1498	4,23012495040894
1499	1,09144330024719	1499	4,23178434371948
1500	1,00610136985779	1500	4,23366928100586
1501	0,981985330581665	1501	4,23563098907471
1502	1,00914001464844	1502	4,23765897750854
1503	1,06117248535156	1503	4,23971891403198
1504	1,11908674240112	1504	4,24172973632813
1505	1,17222905158997	1505	4,24389600753784
1506	1,20079517364502	1506	4,2457389831543
1507	1,2012791633606	1507	4,24761533737183
1508	1,18334889411926	1508	4,24982452392578
1509	1,15608811378479	1509	4,25192356109619
1510	1,14359021186829	1510	4,2539381980896
1511	1,1506724357605	1511	4,25593376159668
1512	1,17856860160828	1512	4,25781726837158
1513	1,2444794178009	1513	4,25970649719238
1514	1,36061191558838	1514	4,26169157028198
1515	1,50177478790283	1515	4,26367044448853
1516	1,66519045829773	1516	4,26554441452026
1517	1,88664555549622	1517	4,26753282546997
1518	2,11334943771362	1518	4,26961660385132
1519	2,30632901191711	1519	4,27170848846436
1520	2,50259280204773	1520	4,27368402481079
1521	2,71789908409119	1521	4,27583456039429
1522	2,93075203895569	1522	4,27818059921265
1523	3,13978552818298	1523	4,28017520904541
1524	3,31730008125305	1524	4,28205728530884
1525	3,35856914520264	1525	4,2837963104248
1526	3,20956826210022	1526	4,28546333312988
1527	2,86823391914368	1527	4,28731536865234
1528	2,4004065990448	1528	4,28923225402832
1529	1,9088089466095	1529	4,29096460342407
1530	1,45679831504822	1530	4,29282093048096
1531	1,13608241081238	1531	4,29463148117065
1532	0,967975854873657	1532	4,29648399353027
1533	0,88654637336731	1533	4,29862880706787
1534	0,86188793182373	1534	4,30053806304932
1535	0,878362655639648	1535	4,30237770080566
1536	0,912629365921021	1536	4,30433034896851
1537	0,958672761917114	1537	4,30642127990723
1538	1,0109555721283	1538	4,30835723876953
1539	1,06160044670105	1539	4,31010818481445
1540	1,11325263977051	1540	4,31221103668213
1541	1,18430256843567	1541	4,31419134140015
1542	1,26878142356873	1542	4,31589031219482
1543	1,36025786399841	1543	4,3180513381958
1544	1,48505926132202	1544	4,32024383544922
1545	1,61738514900208	1545	4,32214164733887
1546	1,73487782478333	1546	4,32368516921997
1547	1,85068368911743	1547	4,32538747787476
1548	1,93265914916992	1548	4,32748413085938
1549	2,00054407119751	1549	4,3293342590332
1550	2,05889701843262	1550	4,33123016357422
1551	2,09638118743896	1551	4,33316612243652
1552	2,13874697685242	1552	4,33496236801147
1553	2,18404531478882	1553	4,33681869506836
1554	2,23355412483215	1554	4,33890724182129
1555	2,29033946990967	1555	4,34097194671631
1556	2,35768914222717	1556	4,3427619934082
1557	2,42860794067383	1557	4,34480094909668
1558	2,47442603111267	1558	4,34681510925293
1559	2,47166156768799	1559	4,34866428375244
1560	2,39396333694458	1560	4,35058116912842
1561	2,21553921699524	1561	4,35244655609131
1562	1,98227643966675	1562	4,35434913635254
1563	1,74153447151184	1563	4,3562650680542
1564	1,50951147079468	1564	4,35827016830444
1565	1,33165836334229	1565	4,36019420623779
1566	1,22820734977722	1566	4,36207056045532
1567	1,18013858795166	1567	4,36403751373291
1568	1,18461966514587	1568	4,36592960357666
1569	1,22092008590698	1569	4,36776638031006
1570	1,27496480941772	1570	4,36976432800293
1571	1,37459874153137	1571	4,37175369262695
1572	1,4986252784729	1572	4,373619556427
1573	1,61279916763306	1573	4,37556171417236
1574	1,73188328742981	1574	4,3774938583374
1575	1,83456897735596	1575	4,37930822372437
1576	1,89522981643677	1576	4,38131237030029
1577	1,91892385482788	1577	4,38346147537231
1578	1,90613865852356	1578	4,38534832000732
1579	1,88716769218445	1579	4,38725233078003
1580	1,87208414077759	1580	4,38932418823242
1581	1,83451533317566	1581	4,39138412475586
1582	1,80347561836243	1582	4,39357662200928
1583	1,80342197418213	1583	4,39575290679932
1584	1,80842638015747	1584	4,39764881134033
1585	1,81349992752075	1585	4,39969539642334
1586	1,833416223526	1586	4,40197944641113
1587	1,86214327812195	1587	4,40404796600342
1588	1,89903140068054	1588	4,40603971481323
1589	1,94471716880798	1589	4,40814590454102
1590	1,98557376861572	1590	4,41019439697266
1591	2,01278567314148	1591	4,4122052192688
1592	2,01543211936951	1592	4,41421604156494
1593	1,9788920879364	1593	4,41617107391357
1594	1,90356969833374	1594	4,41811943054199
1595	1,80130481719971	1595	4,42008113861084
1596	1,68616414070129	1596	4,42208862304688
1597	1,58374071121216	1597	4,42399501800537
1598	1,51652216911316	1598	4,42586326599121
1599	1,47993564605713	1599	4,42782306671143
1600	1,49138331413269	1600	4,42991971969604
1601	1,56191349029541	1601	4,43207740783691
1602	1,68243408203125	1602	4,43404197692871
1603	1,83266639709473	1603	4,43603754043579
1604	1,98384284973145	1604	4,43807363510132
1605	2,10145473480225	1605	4,44018459320068
1606	2,16251134872437	1606	4,4423508644104
1607	2,15279817581177	1607	4,44435214996338
1608	2,08812355995178	1608	4,44631671905518
1609	2,01512217521667	1609	4,44843292236328
1610	1,93418264389038	1610	4,45055961608887
1611	1,85154438018799	1611	4,45254707336426
1612	1,78257703781128	1612	4,45439910888672
1613	1,72353744506836	1613	4,45619201660156
1614	1,65112137794495	1614	4,45808172225952
1615	1,58471345901489	1615	4,45996761322021
1616	1,54566287994385	1616	4,46182250976563
1617	1,50784969329834	1617	4,46369409561157
1618	1,47662162780762	1618	4,46554088592529
1619	1,46790146827698	1619	4,46751022338867
1620	1,46728038787842	1620	4,46951150894165
1621	1,46486639976501	1621	4,4713020324707
1622	1,47164225578308	1622	4,47329521179199
1623	1,48339152336121	1623	4,47529220581055
1624	1,49629712104797	1624	4,47738170623779
1625	1,50558948516846	1625	4,47957897186279
1626	1,48750782012939	1626	4,48147678375244
1627	1,46826982498169	1627	4,4834508895874
1628	1,47289276123047	1628	4,48548793792725
1629	1,46636962890625	1629	4,48745346069336
1630	1,47271752357483	1630	4,48920965194702
1631	1,58152341842651	1631	4,49093580245972
1632	1,77507638931274	1632	4,49285411834717
1633	1,9793963432312	1633	4,49482536315918
1634	2,26741790771484	1634	4,49675464630127
1635	2,55788922309875	1635	4,49862241744995
1636	2,71956205368042	1636	4,50053596496582
1637	2,78537511825562	1637	4,50234031677246
1638	2,71801829338074	1638	4,50430297851563
1639	2,56635069847107	1639	4,50636005401611
1640	2,41259694099426	1640	4,5082950592041
1641	2,23471879959106	1641	4,51028823852539
1642	2,07000732421875	1642	4,51259136199951
1643	1,96981310844421	1643	4,51497077941895
1644	1,87263369560242	1644	4,51686382293701
1645	1,76723003387451	1645	4,51873683929443
1646	1,706223487854	1646	4,52080821990967
1647	1,64984822273254	1647	4,52272653579712
1648	1,56266093254089	1648	4,52447414398193
1649	1,49191975593567	1649	4,52625179290771
1650	1,44544839859009	1650	4,52805995941162
1651	1,37884616851807	1651	4,52999591827393
1652	1,30556583404541	1652	4,531813621521
1653	1,25418305397034	1653	4,53348398208618
1654	1,19282960891724	1654	4,53550100326538
1655	1,10702157020569	1655	4,53767681121826
1656	1,02330684661865	1656	4,53988647460938
1657	0,947192907333374	1657	4,54216241836548
1658	0,870296955108643	1658	4,54426527023315
1659	0,80964207649231	1659	4,54622650146484
1660	0,776240825653076	1660	4,54828643798828
1661	0,832059383392334	1661	4,5502781867981
1662	1,07690811157227	1662	4,55233669281006
1663	1,43045902252197	1663	4,55453491210938
1664	1,93790912628174	1664	4,55673933029175
1665	2,5899350643158	1665	4,55895662307739
1666	2,99876809120178	1666	4,56090688705444
1667	3,09292554855347	1667	4,5627236366272
1668	2,92303204536438	1668	4,56456089019775
1669	2,54052758216858	1669	4,56635093688965
1670	2,23485589027405	1670	4,56830263137817
1671	2,05756783485413	1671	4,57050085067749
1672	1,90928816795349	1672	4,57251310348511
1673	1,83598756790161	1673	4,57458734512329
1674	1,85040354728699	1674	4,57687616348267
1675	1,89660549163818	1675	4,57873439788818
1676	1,95853471755981	1676	4,58068132400513
1677	2,02375411987305	1677	4,58303546905518
1678	2,05632925033569	1678	4,5852255821228
1679	2,01210618019104	1679	4,58687210083008
1680	1,9198739528656	1680	4,58842039108276
1681	1,81936383247375	1681	4,59042167663574
1682	1,68454051017761	1682	4,5923433303833
1683	1,54701352119446	1683	4,59419822692871
1684	1,43612504005432	1684	4,59635257720947
1685	1,32416009902954	1685	4,59830665588379
1686	1,22596025466919	1686	4,60029602050781
1687	1,15926861763	1687	4,60220909118652
1688	1,12795114517212	1688	4,60400104522705
1689	1,13014578819275	1689	4,60633516311646
1690	1,14488482475281	1690	4,6082878112793
1691	1,16077661514282	1691	4,60976362228394
1692	1,18013024330139	1692	4,61168193817139
1693	1,19509220123291	1693	4,61380243301392
1694	1,19829297065735	1694	4,6160364151001
1695	1,21680974960327	1695	4,61836433410645
1696	1,2675154209137	1696	4,62053537368774
1697	1,32107019424438	1697	4,62248420715332
1698	1,37395262718201	1698	4,62402582168579
1699	1,47076487541199	1699	4,6253776550293
1700	1,58754348754883	1700	4,62687397003174
1701	1,6842782497406	1701	4,62881088256836
1702	1,80074334144592	1702	4,63148355484009
1703	1,92601561546326	1703	4,63398838043213
1704	2,01593279838562	1704	4,6362566947937
1705	2,08052515983582	1705	4,63847160339355
1706	2,13708162307739	1706	4,64010620117188
1707	2,21837639808655	1707	4,64189529418945
1708	2,36560225486755	1708	4,64407539367676
1709	2,62142777442932	1709	4,64620685577393
1710	2,953280210495	1710	4,64806652069092
1711	3,21018815040588	1711	4,64980030059814
