QuickDAQ Data
01.01.0001 00:00:00
Notes:		
Sample Rate:	49,99186	 Hz	
Measurement Type	Time Waveform	Time Waveform	
Channel Name	DT9824(00).Ain 0	DT9824(00).Ain 1	
X Axis Units	Samples	Samples	
Y Axis Units	V	V	
Seconds	Real	Real	
 0,00000E+000	 1,0692286491	 1,4458382130	
 0,0200032552	 1,0701549053	 1,4458549023	
 0,0400065105	 1,0690116882	 1,4458596706	
 0,0600097657	 1,0704207420	 1,4458429813	
 0,0800130209	 1,0689818859	 1,4458513260	
 0,1000162761	 1,0685026646	 1,4458525181	
 0,1200195314	 1,0720574856	 1,4458453655	
 0,1400227866	 1,0711765289	 1,4462327957	
 0,1600260418	 1,0872936249	 1,4461374283	
 0,1800292971	 1,1500275135	 1,4469289780	
 0,2000325523	 1,2546002865	 1,4499402046	
 0,2200358075	 1,3951027393	 1,4536440372	
 0,2400390628	 1,5926253796	 1,4575326443	
 0,2600423180	 1,8468368053	 1,4613664150	
 0,2800455732	 2,1095490456	 1,4651429653	
 0,3000488284	 2,3068046570	 1,4685153961	
 0,3200520837	 2,3601353168	 1,4718151093	
 0,3400553389	 2,2606718540	 1,4757919312	
 0,3600585941	 2,0538866520	 1,4795863628	
 0,3800618494	 1,7942774296	 1,4828288555	
 0,4000651046	 1,5380501747	 1,4859747887	
 0,4200683598	 1,3166451454	 1,4889287949	
 0,4400716150	 1,1400473118	 1,4921879768	
 0,4600748703	 0,9897220135	 1,4950931072	
 0,4800781255	 0,8612513542	 1,4987337589	
 0,5000813807	 0,7587194443	 1,5029501915	
 0,5200846360	 0,6635689735	 1,5052723885	
 0,5400878912	 0,5737018585	 1,5077483654	
 0,5600911464	 0,4952359200	 1,5108883381	
 0,5800944017	 0,4242396355	 1,5125560760	
 0,6000976569	 0,3550791740	 1,5142762661	
 0,6201009121	 0,2906823158	 1,5166199207	
 0,6401041673	 0,2385151386	 1,5188419819	
 0,6601074226	 0,1950573921	 1,5209865570	
 0,6801106778	 0,1572632790	 1,5232515335	
 0,7001139330	 0,1264309883	 1,5259897709	
 0,7201171883	 0,1013243198	 1,5282893181	
 0,7401204435	 0,0825989246	 1,5304541588	
 0,7601236987	 0,0690436363	 1,5324449539	
 0,7801269539	 0,0586783886	 1,5347647667	
 0,8001302092	 0,0505089760	 1,5370130539	
 0,8201334644	 0,0436663628	 1,5385425091	
 0,8401367196	 0,0378465652	 1,5405094624	
 0,8601399749	 0,0333237648	 1,5427434444	
 0,8801432301	 0,0298273563	 1,5449678898	
 0,9001464853	 0,0266230106	 1,5469360352	
 0,9201497406	 0,0240254402	 1,5487790108	
 0,9401529958	 0,0221467018	 1,5509116650	
 0,9601562510	 0,0214326382	 1,5530776978	
 0,9801595062	 0,0213229656	 1,5550625324	
 1,0001627615	 0,0212371349	 1,5569388866	
 1,0201660167	 0,0215709209	 1,5590405464	
 1,0401692719	 0,0224030018	 1,5612602234	
 1,0601725272	 0,0234425068	 1,5633058548	
 1,0801757824	 0,0245213509	 1,5653753281	
 1,1001790376	 0,0262701511	 1,5673673153	
 1,1201822928	 0,0285589695	 1,5695178509	
 1,1401855481	 0,0312769413	 1,5716600418	
 1,1601888033	 0,0345623493	 1,5733087063	
 1,1801920585	 0,0387203693	 1,5750479698	
 1,2001953138	 0,0440037251	 1,5770661831	
 1,2201985690	 0,0510799885	 1,5791022778	
 1,2402018242	 0,0607538223	 1,5812265873	
 1,2602050795	 0,0738143921	 1,5833735466	
 1,2802083347	 0,0910401344	 1,5852689743	
 1,3002115899	 0,1154768467	 1,5872633457	
 1,3202148451	 0,1469087601	 1,5893197060	
 1,3402181004	 0,1815366745	 1,5911698341	
 1,3602213556	 0,2201747894	 1,5932512283	
 1,3802246108	 0,2605557442	 1,5953469276	
 1,4002278661	 0,2967643738	 1,5973448753	
 1,4202311213	 0,3294086456	 1,5994000435	
 1,4402343765	 0,3586673737	 1,6015458107	
 1,4602376317	 0,3823959827	 1,6036415100	
 1,4802408870	 0,4028511047	 1,6055643559	
 1,5002441422	 0,4220533371	 1,6076278687	
 1,5202473974	 0,4404926300	 1,6094982624	
 1,5402506527	 0,4574155807	 1,6112709045	
 1,5602539079	 0,4776513577	 1,6132867336	
 1,5802571631	 0,5007743835	 1,6151523590	
 1,6002604184	 0,5228245258	 1,6170775890	
 1,6202636736	 0,5456280708	 1,6191935539	
 1,6402669288	 0,5722260475	 1,6212487221	
 1,6602701840	 0,5996012688	 1,6232132912	
 1,6802734393	 0,6271183491	 1,6251313686	
 1,7002766945	 0,6580150127	 1,6272354126	
 1,7202799497	 0,6900787354	 1,6294372082	
 1,7402832050	 0,7213068008	 1,6316378117	
 1,7602864602	 0,7560431957	 1,6335487366	
 1,7802897154	 0,7953631878	 1,6354322433	
 1,8002929707	 0,8329153061	 1,6373443604	
 1,8202962259	 0,8705949783	 1,6393291950	
 1,8402994811	 0,9115934372	 1,6414272785	
 1,8603027363	 0,9532427788	 1,6432094574	
 1,8803059916	 0,9950435162	 1,6450202465	
 1,9003092468	 1,0427343845	 1,6470372677	
 1,9203125020	 1,0944938660	 1,6490817070	
 1,9403157573	 1,1447870731	 1,6511356831	
 1,9603190125	 1,2012219429	 1,6529750824	
 1,9803222677	 1,2601661682	 1,6549587250	
 2,0003255229	 1,3179218769	 1,6571998596	
 2,0203287782	 1,3936877251	 1,6590642929	
 2,0403320334	 1,4860832691	 1,6608166695	
 2,0603352886	 1,5860331059	 1,6625976563	
 2,0803385439	 1,6997301579	 1,6644692421	
 2,1003417991	 1,8189549446	 1,6665017605	
 2,1203450543	 1,9355785847	 1,6687130928	
 2,1403483096	 2,0350480080	 1,6707885265	
 2,1603515648	 2,1150982380	 1,6725623608	
 2,1803548200	 2,1686303616	 1,6743505001	
 2,2003580752	 2,1839535236	 1,6763806343	
 2,2203613305	 2,1667182446	 1,6784012318	
 2,2403645857	 2,1086633205	 1,6802299023	
 2,2603678409	 2,0168042183	 1,6820740700	
 2,2803710962	 1,9093191624	 1,6842150688	
 2,3003743514	 1,7776203156	 1,6863954067	
 2,3203776066	 1,6394710541	 1,6884064674	
 2,3403808618	 1,5107035637	 1,6903614998	
 2,3603841171	 1,3828814030	 1,6922545433	
 2,3803873723	 1,2612593174	 1,6942441463	
 2,4003906275	 1,1547255516	 1,6962695122	
 2,4203938828	 1,0580778122	 1,6983401775	
 2,4403971380	 0,9623718262	 1,7003500462	
 2,4604003932	 0,8813989162	 1,7023479939	
 2,4804036485	 0,8130276203	 1,7044281960	
 2,5004069037	 0,7449042797	 1,7065560818	
 2,5204101589	 0,6786286831	 1,7086279392	
 2,5404134141	 0,6188070774	 1,7107903957	
 2,5604166694	 0,5609571934	 1,7127966881	
 2,5804199246	 0,5039286613	 1,7146110535	
 2,6004231798	 0,4507946968	 1,7165029049	
 2,6204264351	 0,3990805149	 1,7184782028	
 2,6404296903	 0,3458416462	 1,7205059528	
 2,6604329455	 0,2963995934	 1,7225027084	
 2,6804362007	 0,2513003349	 1,7244541645	
 2,7004394560	 0,2092182636	 1,7264330387	
 2,7204427112	 0,1704132557	 1,7284560204	
 2,7404459664	 0,1380026340	 1,7304956913	
 2,7604492217	 0,1094973087	 1,7324602604	
 2,7804524769	 0,0853097439	 1,7344117165	
 2,8004557321	 0,0687181950	 1,7364096642	
 2,8204589874	 0,0553405285	 1,7382991314	
 2,8404622426	 0,0457131863	 1,7402458191	
 2,8604654978	 0,0395035744	 1,7421770096	
 2,8804687530	 0,0354743004	 1,7440915108	
 2,9004720083	 0,0335490704	 1,7462003231	
 2,9204752635	 0,0328409672	 1,7483305931	
 2,9404785187	 0,0337171555	 1,7501699924	
 2,9604817740	 0,0365078449	 1,7520093918	
 2,9804850292	 0,0413072109	 1,7540776730	
 3,0004882844	 0,0480949879	 1,7559885979	
 3,0204915396	 0,0567638874	 1,7579090595	
 3,0404947949	 0,0697064400	 1,7599952221	
 3,0604980501	 0,0877559185	 1,7619097233	
 3,0805013053	 0,1091027260	 1,7639422417	
 3,1005045606	 0,1361799240	 1,7660737038	
 3,1205078158	 0,1678216457	 1,7679953575	
 3,1405110710	 0,1989507675	 1,7698383331	
 3,1605143263	 0,2285134792	 1,7716419697	
 3,1805175815	 0,2568066120	 1,7733466625	
 3,2005208367	 0,2817535400	 1,7752254009	
 3,2205240919	 0,3033566475	 1,7772960663	
 3,2405273472	 0,3230953217	 1,7792356014	
 3,2605306024	 0,3396761417	 1,7811608315	
 3,2805338576	 0,3552675247	 1,7831003666	
 3,3005371129	 0,3716397285	 1,7851698399	
 3,3205403681	 0,3874349594	 1,7872381210	
 3,3405436233	 0,4032862186	 1,7889678478	
 3,3605468785	 0,4203546047	 1,7907774448	
 3,3805501338	 0,4392862320	 1,7927896976	
 3,4005533890	 0,4592585564	 1,7948269844	
 3,4205566442	 0,4813861847	 1,7968094349	
 3,4405598995	 0,5049240589	 1,7987859249	
 3,4605631547	 0,5284941196	 1,8007743359	
 3,4805664099	 0,5555522442	 1,8026471138	
 3,5005696652	 0,5833065510	 1,8045425415	
