QuickDAQ Data
01.01.0001 00:00:00
Notes:		
Sample Rate:	49,99186	 Hz	
Measurement Type	Time Waveform	Time Waveform	
Channel Name	DT9824(00).Ain 0	DT9824(00).Ain 1	
X Axis Units	Samples	Samples	
Y Axis Units	V	V	
Seconds	Real	Real	
 0,00000E+000	 1,0328090191	 1,4449238777	
 0,0200032552	 1,0325670242	 1,4448988438	
 0,0400065105	 1,0325288773	 1,4448952675	
 0,0600097657	 1,0353326797	 1,4449095726	
 0,0800130209	 1,0391545296	 1,4449155331	
 0,1000162761	 1,0405170918	 1,4449167252	
 0,1200195314	 1,0366833210	 1,4449238777	
 0,1400227866	 1,0335338116	 1,4449238777	
 0,1600260418	 1,0342824459	 1,4449191093	
 0,1800292971	 1,0370481014	 1,4449226856	
 0,2000325523	 1,0402131081	 1,4449214935	
 0,2200358075	 1,0365760326	 1,4449167252	
 0,2400390628	 1,0352349281	 1,4449155331	
 0,2600423180	 1,0390007496	 1,4449203014	
 0,2800455732	 1,0410404205	 1,4449155331	
 0,3000488284	 1,0393726826	 1,4449179173	
 0,3200520837	 1,0320484638	 1,4449298382	
 0,3400553389	 1,0248851776	 1,4449214935	
 0,3600585941	 1,0224449635	 1,4449119568	
 0,3800618494	 1,0215890408	 1,4449119568	
 0,4000651046	 1,0234010220	 1,4449191093	
 0,4200683598	 1,0272681713	 1,4449214935	
 0,4400716150	 1,0325157642	 1,4449167252	
 0,4600748703	 1,0388684273	 1,4449095726	
 0,4800781255	 1,0338699818	 1,4449083805	
 0,5000813807	 1,0315668583	 1,4449107647	
 0,5200846360	 1,0331249237	 1,4449095726	
 0,5400878912	 1,0274231434	 1,4449143410	
 0,5600911464	 1,0080480576	 1,4449155331	
 0,5800944017	 0,9891629219	 1,4449179173	
 0,6000976569	 0,9835445881	 1,4449250698	
 0,6201009121	 0,9822261333	 1,4449191093	
 0,6401041673	 0,9843778610	 1,4449179173	
 0,6601074226	 0,9862470627	 1,4449203014	
 0,6801106778	 0,9906768799	 1,4449179173	
 0,7001139330	 0,9973704815	 1,4449131489	
 0,7201171883	 1,0058307648	 1,4449155331	
 0,7401204435	 1,0151171684	 1,4449238777	
 0,7601236987	 1,0296666622	 1,4449286461	
 0,7801269539	 1,0386562347	 1,4449203014	
 0,8001302092	 1,0332751274	 1,4449179173	
 0,8201334644	 1,0234415531	 1,4449214935	
 0,8401367196	 1,0044217110	 1,4449167252	
 0,8601399749	 0,9836244583	 1,4449250698	
 0,8801432301	 0,9716033936	 1,4449250698	
 0,9001464853	 0,9716641903	 1,4449203014	
 0,9201497406	 0,9814083576	 1,4449250698	
 0,9401529958	 0,9851944447	 1,4449310303	
 0,9601562510	 0,9894001484	 1,4449310303	
 0,9801595062	 0,9917795658	 1,4449191093	
 1,0001627615	 0,9892344475	 1,4449167252	
 1,0201660167	 0,9894168377	 1,4449262619	
 1,0401692719	 0,9878587723	 1,4449167252	
 1,0601725272	 0,9935891628	 1,4449155331	
 1,0801757824	 0,9980225563	 1,4449179173	
 1,1001790376	 0,9928464890	 1,4449191093	
 1,1201822928	 0,9851932526	 1,4449262619	
 1,1401855481	 0,9878945351	 1,4449203014	
 1,1601888033	 0,9934592247	 1,4449095726	
 1,1801920585	 0,9861230850	 1,4449071884	
 1,2001953138	 0,9840071201	 1,4449155331	
 1,2201985690	 0,9857487679	 1,4449214935	
 1,2402018242	 0,9880864620	 1,4449179173	
 1,2602050795	 0,9938991070	 1,4449143410	
 1,2802083347	 0,9882509708	 1,4449250698	
 1,3002115899	 0,9866869450	 1,4449274540	
 1,3202148451	 0,9920775890	 1,4449214935	
 1,3402181004	 0,9918367863	 1,4449131489	
 1,3602213556	 0,9924769402	 1,4449155331	
 1,3802246108	 0,9984064102	 1,4449203014	
 1,4002278661	 1,0055899620	 1,4449179173	
 1,4202311213	 1,0053801537	 1,4449167252	
 1,4402343765	 1,0026192665	 1,4449155331	
 1,4602376317	 0,9978139400	 1,4449167252	
 1,4802408870	 0,9917032719	 1,4449143410	
 1,5002441422	 0,9905564785	 1,4451289177	
 1,5202473974	 1,0010468960	 1,4450335503	
 1,5402506527	 1,0513484478	 1,4448440075	
 1,5602539079	 1,1557149887	 1,4468836784	
 1,5802571631	 1,3090360165	 1,4508414268	
 1,6002604184	 1,5173232555	 1,4550566673	
 1,6202636736	 1,7547738552	 1,4588630199	
 1,6402669288	 1,9218266010	 1,4627039433	
 1,6602701840	 1,9310367107	 1,4664244652	
 1,6802734393	 1,7895328999	 1,4698624611	
 1,7002766945	 1,5580797195	 1,4734685421	
 1,7202799497	 1,3417696953	 1,4775288105	
 1,7402832050	 1,1802434921	 1,4812624454	
 1,7602864602	 1,0557711124	 1,4843904972	
 1,7802897154	 0,9564602375	 1,4875102043	
 1,8002929707	 0,8690929413	 1,4907395840	
 1,8202962259	 0,7953286171	 1,4937245846	
 1,8402994811	 0,7291519642	 1,4971029758	
 1,8603027363	 0,6672573090	 1,5012741089	
 1,8803059916	 0,6110155582	 1,5044343472	
 1,9003092468	 0,5593812466	 1,5066194534	
 1,9203125020	 0,5116868019	 1,5095114708	
 1,9403157573	 0,4672503471	 1,5120983124	
 1,9603190125	 0,4219794273	 1,5139627457	
 1,9803222677	 0,3745508194	 1,5167748928	
 2,0003255229	 0,3271985054	 1,5192544460	
 2,0203287782	 0,2834582329	 1,5210962296	
 2,0403320334	 0,2439367771	 1,5232205391	
 2,0603352886	 0,2084207535	 1,5262079239	
 2,0803385439	 0,1778447628	 1,5289413929	
 2,1003417991	 0,1531350613	 1,5309417248	
 2,1203450543	 0,1325953007	 1,5328156948	
 2,1403483096	 0,1150953770	 1,5349864960	
 2,1603515648	 0,0998723507	 1,5371572971	
 2,1803548200	 0,0876867771	 1,5389966965	
 2,2003580752	 0,0779628754	 1,5412151814	
 2,2203613305	 0,0694358349	 1,5434348583	
 2,2403645857	 0,0627994537	 1,5453994274	
 2,2603678409	 0,0580275059	 1,5474271774	
 2,2803710962	 0,0547826290	 1,5495824814	
 2,3003743514	 0,0526785851	 1,5517818928	
 2,3203776066	 0,0518524647	 1,5539646149	
 2,3403808618	 0,0521433353	 1,5559446812	
 2,3603841171	 0,0530433655	 1,5579354763	
 2,3803873723	 0,0548720360	 1,5601503849	
 2,4003906275	 0,0578165054	 1,5624022484	
 2,4203938828	 0,0607514381	 1,5645587444	
 2,4403971380	 0,0639045238	 1,5664052963	
 2,4604003932	 0,0684714317	 1,5684938431	
 2,4804036485	 0,0742113590	 1,5708839893	
 2,5004069037	 0,0813150406	 1,5729737282	
 2,5204101589	 0,0908541679	 1,5747797489	
 2,5404134141	 0,1033651829	 1,5766501427	
 2,5604166694	 0,1181435585	 1,5786576271	
 2,5804199246	 0,1368391514	 1,5808033943	
 2,6004231798	 0,1609086990	 1,5830898285	
 2,6204264351	 0,1861524582	 1,5851235390	
 2,6404296903	 0,2135980129	 1,5872085094	
 2,6604329455	 0,2458178997	 1,5893757343	
 2,6804362007	 0,2812683582	 1,5913140774	
 2,7004394560	 0,3186511993	 1,5933644772	
 2,7204427112	 0,3508436680	 1,5955328941	
 2,7404459664	 0,3750491142	 1,5976488590	
 2,7604492217	 0,3962731361	 1,5997624397	
 2,7804524769	 0,4150342941	 1,6019022465	
 2,8004557321	 0,4263722897	 1,6040194035	
 2,8204589874	 0,4361712933	 1,6061306000	
 2,8404622426	 0,4522979259	 1,6082131863	
 2,8604654978	 0,4684293270	 1,6100931168	
 2,8804687530	 0,4854667187	 1,6120076180	
 2,9004720083	 0,5102598667	 1,6140186787	
 2,9204752635	 0,5423617363	 1,6158998013	
 2,9404785187	 0,5733001232	 1,6178333759	
 2,9604817740	 0,6031119823	 1,6200804710	
 2,9804850292	 0,6282579899	 1,6222035885	
 3,0004882844	 0,6557381153	 1,6241562366	
 3,0204915396	 0,6904470921	 1,6262912750	
 3,0404947949	 0,7216680050	 1,6284704208	
 3,0604980501	 0,7548630238	 1,6308522224	
 3,0805013053	 0,7928276062	 1,6330516338	
 3,1005045606	 0,8308994770	 1,6349053383	
 3,1205078158	 0,8644711971	 1,6368806362	
 3,1405110710	 0,8939945698	 1,6389775276	
 3,1605143263	 0,9285271168	 1,6412210464	
 3,1805175815	 0,9672498703	 1,6431689262	
 3,2005208367	 1,0112607479	 1,6449093819	
 3,2205240919	 1,0584247112	 1,6469562054	
 3,2405273472	 1,0934948921	 1,6491174698	
 3,2605306024	 1,1426174641	 1,6514384747	
 3,2805338576	 1,2243402004	 1,6533815861	
 3,3005371129	 1,3134181499	 1,6552519798	
 3,3205403681	 1,4304625988	 1,6574728489	
 3,3405436233	 1,5795350075	 1,6594552994	
 3,3605468785	 1,7177629471	 1,6612660885	
 3,3805501338	 1,8279695511	 1,6631150246	
 3,4005533890	 1,9160139561	 1,6651844978	
 3,4205566442	 1,9684982300	 1,6673934460	
 3,4405598995	 1,9758641720	 1,6697180271	
 3,4605631547	 1,9431984425	 1,6718566418	
 3,4805664099	 1,8552041054	 1,6735589504	
 3,5005696652	 1,7482650280	 1,6754746437	
