QuickDAQ Data
01.01.0001 00:00:00
Notes:		
Sample Rate:	49,99186	 Hz	
Measurement Type	Time Waveform	Time Waveform	
Channel Name	DT9824(00).Ain 0	DT9824(00).Ain 1	
X Axis Units	Samples	Samples	
Y Axis Units	V	V	
Seconds	Real	Real	
 0,00000E+000	 1,0945904255	 1,4444768429	
 0,0200032552	 1,0942149162	 1,4444756508	
 0,0400065105	 1,0919618607	 1,4444768429	
 0,0600097657	 1,0915958881	 1,4444720745	
 0,0800130209	 1,0879206657	 1,4444756508	
 0,1000162761	 1,0875904560	 1,4444744587	
 0,1200195314	 1,0893392563	 1,4444851875	
 0,1400227866	 1,0885488987	 1,4444768429	
 0,1600260418	 1,0925984383	 1,4444613457	
 0,1800292971	 1,0933566093	 1,4444732666	
 0,2000325523	 1,0915529728	 1,4444696903	
 0,2200358075	 1,0900926590	 1,4444732666	
 0,2400390628	 1,0910832882	 1,4444828033	
 0,2600423180	 1,0923516750	 1,4444816113	
 0,2800455732	 1,0926604271	 1,4444804192	
 0,3000488284	 1,0908210278	 1,4444828033	
 0,3200520837	 1,0911548138	 1,4444804192	
 0,3400553389	 1,0916101933	 1,4444816113	
 0,3600585941	 1,0918402672	 1,4444816113	
 0,3800618494	 1,0919153690	 1,4444744587	
 0,4000651046	 1,0907125473	 1,4444804192	
 0,4200683598	 1,0888290405	 1,4444863796	
 0,4400716150	 1,0898303986	 1,4444744587	
 0,4600748703	 1,0875177383	 1,4447224140	
 0,4800781255	 1,1049282551	 1,4446723461	
 0,5000813807	 1,1693716049	 1,4450263977	
 0,5200846360	 1,2652075291	 1,4479207993	
 0,5400878912	 1,3924205303	 1,4521861076	
 0,5600911464	 1,5652203560	 1,4563155174	
 0,5800944017	 1,7948544025	 1,4600992203	
 0,6000976569	 2,0681989193	 1,4638006687	
 0,6201009121	 2,3078989983	 1,4675867558	
 0,6401041673	 2,4296426773	 1,4713442326	
 0,6601074226	 2,3930871487	 1,4751124382	
 0,6801106778	 2,2162139416	 1,4791727066	
 0,7001139330	 1,9531130791	 1,4827370644	
 0,7201171883	 1,6855990887	 1,4857637882	
 0,7401204435	 1,4541399479	 1,4888644218	
 0,7601236987	 1,2642955780	 1,4921391010	
 0,7801269539	 1,1137294769	 1,4951550961	
 0,8001302092	 0,9801208973	 1,4989519119	
 0,8201334644	 0,8667910099	 1,5032505989	
 0,8401367196	 0,7634806633	 1,5053892136	
 0,8601399749	 0,6681120396	 1,5079927444	
 0,8801432301	 0,5807697773	 1,5110301971	
 0,9001464853	 0,4983198643	 1,5130686760	
 0,9201497406	 0,4210007191	 1,5160787106	
 0,9401529958	 0,3541541100	 1,5188014507	
 0,9601562510	 0,2949059010	 1,5205645561	
 0,9801595062	 0,2437078953	 1,5225863457	
 1,0001627615	 0,2035212517	 1,5251886845	
 1,0201660167	 0,1698446274	 1,5278494358	
 1,0401692719	 0,1436579227	 1,5301430225	
 1,0601725272	 0,1231992245	 1,5323972702	
 1,0801757824	 0,1073431969	 1,5348327160	
 1,1001790376	 0,0955998898	 1,5370953083	
 1,1201822928	 0,0857901573	 1,5390205383	
 1,1401855481	 0,0780701637	 1,5411126614	
 1,1601888033	 0,0723731518	 1,5431392193	
 1,1801920585	 0,0670230389	 1,5451991558	
 1,2001953138	 0,0628769398	 1,5475380421	
 1,2201985690	 0,0602579117	 1,5499031544	
 1,2402018242	 0,0583434105	 1,5520620346	
 1,2602050795	 0,0577223301	 1,5541863441	
 1,2802083347	 0,0580501556	 1,5562570095	
 1,3002115899	 0,0593030453	 1,5583133698	
 1,3202148451	 0,0617289543	 1,5605068207	
 1,3402181004	 0,0648486614	 1,5627706051	
 1,3602213556	 0,0685679913	 1,5649437904	
 1,3802246108	 0,0730133057	 1,5667831898	
 1,4002278661	 0,0782573223	 1,5689134598	
 1,4202311213	 0,0847697258	 1,5712058544	
 1,4402343765	 0,0930726528	 1,5732407570	
 1,4602376317	 0,1025855541	 1,5752422810	
 1,4802408870	 0,1143622398	 1,5771675110	
 1,5002441422	 0,1296615601	 1,5792024136	
 1,5202473974	 0,1484763622	 1,5813672543	
 1,5402506527	 0,1718175411	 1,5836489201	
 1,5602539079	 0,2003145218	 1,5856552124	
 1,5802571631	 0,2348530293	 1,5877032280	
 1,6002604184	 0,2726268768	 1,5898084641	
 1,6202636736	 0,3107881546	 1,5917336941	
 1,6402669288	 0,3466594219	 1,5940093994	
 1,6602701840	 0,3778529167	 1,5961766243	
 1,6802734393	 0,4060518742	 1,5982055664	
 1,7002766945	 0,4317212105	 1,6005682945	
 1,7202799497	 0,4535400867	 1,6028261185	
 1,7402832050	 0,4731273651	 1,6047382355	
 1,7602864602	 0,4913175106	 1,6067492962	
 1,7802897154	 0,5113387108	 1,6088354588	
 1,8002929707	 0,5331361294	 1,6107583046	
 1,8202962259	 0,5544590950	 1,6127419472	
 1,8402994811	 0,5787050724	 1,6147768497	
 1,8603027363	 0,6025922298	 1,6168415546	
 1,8803059916	 0,6257069111	 1,6189253330	
 1,9003092468	 0,6536066532	 1,6210949421	
 1,9203125020	 0,6846499443	 1,6232347488	
 1,9403157573	 0,7140958309	 1,6252899170	
 1,9603190125	 0,7463383675	 1,6275274754	
 1,9803222677	 0,7795965672	 1,6298544407	
 2,0003255229	 0,8159887791	 1,6320753098	
 2,0203287782	 0,8513152599	 1,6340672970	
 2,0403320334	 0,8868134022	 1,6361057758	
 2,0603352886	 0,9283781052	 1,6381967068	
 2,0803385439	 0,9680676460	 1,6402924061	
 2,1003417991	 1,0107433796	 1,6423749924	
 2,1203450543	 1,0549139977	 1,6442704201	
 2,1403483096	 1,1004459858	 1,6463875771	
 2,1603515648	 1,1464834213	 1,6486251354	
 2,1803548200	 1,1996114254	 1,6506576538	
 2,2003580752	 1,2576401234	 1,6525959969	
 2,2203613305	 1,3136911392	 1,6546738148	
 2,2403645857	 1,3834929466	 1,6569125652	
 2,2603678409	 1,4641404152	 1,6589510441	
 2,2803710962	 1,5512645245	 1,6608154774	
 2,3003743514	 1,6559481621	 1,6627240181	
 2,3203776066	 1,7766261101	 1,6646897793	
 2,3403808618	 1,9034004211	 1,6668593884	
 2,3603841171	 2,0202887058	 1,6692769527	
 2,3803873723	 2,1183431149	 1,6713416576	
 2,4003906275	 2,1890974045	 1,6730844975	
 2,4203938828	 2,2261381149	 1,6750240326	
 2,4403971380	 2,2316813469	 1,6772329807	
 2,4604003932	 2,1903014183	 1,6793179512	
 2,4804036485	 2,1176600456	 1,6810500622	
 2,5004069037	 2,0089769363	 1,6830098629	
 2,5204101589	 1,8827915192	 1,6852796078	
 2,5404134141	 1,7613863945	 1,6873872280	
 2,5604166694	 1,6235625744	 1,6894304752	
 2,5804199246	 1,4899885654	 1,6914880276	
 2,6004231798	 1,3706111908	 1,6934800148	
 2,6204264351	 1,2615144253	 1,6955149174	
 2,6404296903	 1,1570763588	 1,6976964474	
 2,6604329455	 1,0642683506	 1,6998553276	
 2,6804362007	 0,9889209270	 1,7018139362	
 2,7004394560	 0,9182345867	 1,7039513588	
 2,7204427112	 0,8479535580	 1,7061793804	
 2,7404459664	 0,7819032669	 1,7083239555	
 2,7604492217	 0,7147681713	 1,7104709148	
 2,7804524769	 0,6518197060	 1,7125749588	
 2,8004557321	 0,5925118923	 1,7146754265	
 2,8204589874	 0,5328762531	 1,7166841030	
 2,8404622426	 0,4784154892	 1,7186737061	
 2,8604654978	 0,4238402843	 1,7207145691	
 2,8804687530	 0,3684747219	 1,7228519917	
 2,9004720083	 0,3177297115	 1,7249453068	
 2,9204752635	 0,2721047401	 1,7269837856	
 2,9404785187	 0,2294945717	 1,7292439938	
 2,9604817740	 0,1927888393	 1,7313945293	
 2,9804850292	 0,1615345478	 1,7333650589	
 3,0004882844	 0,1363778114	 1,7354416847	
 3,0204915396	 0,1175487041	 1,7375397682	
 3,0404947949	 0,1028859615	 1,7396390438	
 3,0604980501	 0,0943613052	 1,7418670654	
 3,0805013053	 0,0907075405	 1,7438519001	
 3,1005045606	 0,0890696049	 1,7459547520	
 3,1205078158	 0,0910210609	 1,7483055592	
 3,1405110710	 0,0969767570	 1,7502951622	
 3,1605143263	 0,1050460339	 1,7522549629	
 3,1805175815	 0,1164233685	 1,7544984818	
 3,2005208367	 0,1337468624	 1,7567038536	
 3,2205240919	 0,1551139355	 1,7588424683	
 3,2405273472	 0,1814961433	 1,7610788345	
 3,2605306024	 0,2135908604	 1,7631030083	
 3,2805338576	 0,2453517914	 1,7652857304	
 3,3005371129	 0,2757167816	 1,7674088478	
 3,3205403681	 0,3056418896	 1,7693996429	
 3,3405436233	 0,3317129612	 1,7715775967	
 3,3605468785	 0,3530895710	 1,7735528946	
 3,3805501338	 0,3726279736	 1,7755544186	
 3,4005533890	 0,3908896446	 1,7778444290	
 3,4205566442	 0,4069995880	 1,7801344395	
 3,4405598995	 0,4225981236	 1,7822074890	
 3,4605631547	 0,4418027401	 1,7844116688	
 3,4805664099	 0,4616606236	 1,7867088318	
 3,5005696652	 0,4807984829	 1,7886817455	
